Nombre;Aeropuerto Origen;Ciudad Origen;Aeropuerto Destino;Ciudad Destino
AER CARIBE S.A.;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
AEROPACA SAS;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI;OLAYA HERRERA;MEDELLIN
AEROPACA SAS;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI;PERALES;IBAGUE
AEROPACA SAS;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI;SANTA ANA;CARTAGO
AEROREPUBLICA;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
AEROSUCRE;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
AEROSUCRE;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI;AEROPUERTO INTERNACIONAL JOSE MARIA CORDOVA;RIONEGRO
AIRES;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
AIRES;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI;AEROPUERTO INTERNACIONAL ERNESTO CORTISSOZ;BARRANQUILLA
AIRES;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI;AEROPUERTO INTERNACIONAL GUSTAVO ROJAS PINILLA;SAN ANDRES - ISLA
AIRES;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI;AEROPUERTO INTERNACIONAL JOSE MARIA CORDOVA;RIONEGRO
AIRES;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI;AEROPUERTO INTERNACIONAL LOS GARZONES;MONTERIA
AVIANCA;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI;AEROPUERTO INTERNACIONAL MATECANA;PEREIRA
AIRES;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI;AEROPUERTO INTERNACIONAL SIMON BOLIVAR;SANTA MARTA
AVIANCA;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI;AEROPUERTO INTERNACIONAL ALFREDO VASQUEZ COBO;LETICIA
AVIANCA;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI;AEROPUERTO INTERNACIONAL CAMILO DAZA;CUCUTA
AVIANCA;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
AVIANCA;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI;AEROPUERTO INTERNACIONAL EL EDEN;ARMENIA
AVIANCA;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI;AEROPUERTO INTERNACIONAL ERNESTO CORTISSOZ;BARRANQUILLA
AVIANCA;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI;AEROPUERTO INTERNACIONAL GUSTAVO ROJAS PINILLA;SAN ANDRES - ISLA
AVIANCA;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI;AEROPUERTO INTERNACIONAL JOSE MARIA CORDOVA;RIONEGRO
AVIANCA;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI;AEROPUERTO INTERNACIONAL LOS GARZONES;MONTERIA
AVIANCA;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA
AVIANCA;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI;AEROPUERTO INTERNACIONAL SIMON BOLIVAR;SANTA MARTA
AVIANCA;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI;ALFONSO LOPEZ PUMAREJO;VALLEDUPAR
AVIANCA;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI;ALMIRANTE PADILLA;RIOHACHA
DELTA;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
EASYFLY S.A;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI;AEROPUERTO INTERNACIONAL JOSE MARIA CORDOVA;RIONEGRO
EASYFLY S.A;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI;ANTONIO ROLDAN BETANCOURT;CAREPA
EASYFLY S.A;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI;BENITO SALAS VARGAS;NEIVA
EASYFLY S.A;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI;GUSTAVO ARTUNDUAGA PAREDES;FLORENCIA
EASYFLY S.A;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI;JUAN CASIANO SOLIS;GUAPI
EASYFLY S.A;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI;LA FLORIDA;TUMACO
EASYFLY S.A;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI;OLAYA HERRERA;MEDELLIN
EASYFLY S.A;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI;PERALES;IBAGUE
EASYFLY S.A;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI;TRES DE MAYO;PUERTO ASIS
EASYFLY S.A;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI;VANGUARDIA;VILLAVICENCIO
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI;AEROPUERTO INTERNACIONAL ALFREDO VASQUEZ COBO;LETICIA
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI;AEROPUERTO INTERNACIONAL CAMILO DAZA;CUCUTA
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI;AEROPUERTO INTERNACIONAL ERNESTO CORTISSOZ;BARRANQUILLA
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI;AEROPUERTO INTERNACIONAL GUSTAVO ROJAS PINILLA;SAN ANDRES - ISLA
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI;AEROPUERTO INTERNACIONAL JOSE MARIA CORDOVA;RIONEGRO
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI;AEROPUERTO INTERNACIONAL LOS GARZONES;MONTERIA
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI;AEROPUERTO INTERNACIONAL SIMON BOLIVAR;SANTA MARTA
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI;ALFONSO LOPEZ PUMAREJO;VALLEDUPAR
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI;ALMIRANTE PADILLA;RIOHACHA
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI;VANGUARDIA;VILLAVICENCIO
FLEXAIR S.A.S;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
FLEXAIR S.A.S;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA
FLEXAIR S.A.S;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI;GERARDO TOVAR LOPEZ;BUENAVENTURA
HELIGOLFO S.A.S;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI;OLAYA HERRERA;MEDELLIN
HELIGOLFO S.A.S;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI;SANTA ANA;CARTAGO
HELISAS S.A.S;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA
SAE;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI;SANTA ANA;CARTAGO
SAE;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI;VANGUARDIA;VILLAVICENCIO
SEARCA S.A.;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
SEARCA S.A.;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI;AEROPUERTO INTERNACIONAL JOSE MARIA CORDOVA;RIONEGRO
SERVICIO AEREO A TERRITORIOS NACIONALES SATENA;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI;GUSTAVO ARTUNDUAGA PAREDES;FLORENCIA
SERVICIO AEREO A TERRITORIOS NACIONALES SATENA;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI;JUAN CASIANO SOLIS;GUAPI
SERVICIO AEREO A TERRITORIOS NACIONALES SATENA;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI;LA FLORIDA;TUMACO
SOLAIR S.A.S;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI;GUILLERMO LEON VALENCIA;POPAYAN
SOLAIR S.A.S;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI;LA FLORIDA;TUMACO
TAC;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI;AEROPUERTO INTERNACIONAL EL ALCARAVAN;YOPAL
TAC;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
TAC;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI;AEROPUERTO INTERNACIONAL JOSE MARIA CORDOVA;RIONEGRO
TAC;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI;GERARDO TOVAR LOPEZ;BUENAVENTURA
TAC;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI;JOSE CELESTINO MUTIS;BAHIA SOLANO
TAC;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI;PERALES;IBAGUE
TAC;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI;VANGUARDIA;VILLAVICENCIO
TAMPA CARGO S.A.S;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI;AEROPUERTO INTERNACIONAL JOSE MARIA CORDOVA;RIONEGRO
ULTRA AIR S.A.S.;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
AIRES;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA
AVIANCA;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA
HELISAS S.A.S;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA
AIRES;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI;ANTONIO NARINO;PASTO
AVIANCA;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI;ANTONIO NARINO;PASTO
EASYFLY S.A;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI;ANTONIO NARINO;PASTO
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI;ANTONIO NARINO;PASTO
EASYFLY S.A;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI;EL CARANO;QUIBDO
FLEXAIR S.A.S;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI;EL CARANO;QUIBDO
AVIANCA;AEROPUERTO INTERNACIONAL ALFREDO VASQUEZ COBO;LETICIA;AEROPUERTO INTERNACIONAL MATECANA;PEREIRA
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL ALFREDO VASQUEZ COBO;LETICIA;AEROPUERTO INTERNACIONAL MATECANA;PEREIRA
AEROSUCRE;AEROPUERTO INTERNACIONAL ALFREDO VASQUEZ COBO;LETICIA;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
AIRES;AEROPUERTO INTERNACIONAL ALFREDO VASQUEZ COBO;LETICIA;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
AVIANCA;AEROPUERTO INTERNACIONAL ALFREDO VASQUEZ COBO;LETICIA;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI
AVIANCA;AEROPUERTO INTERNACIONAL ALFREDO VASQUEZ COBO;LETICIA;AEROPUERTO INTERNACIONAL CAMILO DAZA;CUCUTA
AVIANCA;AEROPUERTO INTERNACIONAL ALFREDO VASQUEZ COBO;LETICIA;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
AVIANCA;AEROPUERTO INTERNACIONAL ALFREDO VASQUEZ COBO;LETICIA;AEROPUERTO INTERNACIONAL EL EDEN;ARMENIA
AVIANCA;AEROPUERTO INTERNACIONAL ALFREDO VASQUEZ COBO;LETICIA;AEROPUERTO INTERNACIONAL ERNESTO CORTISSOZ;BARRANQUILLA
AVIANCA;AEROPUERTO INTERNACIONAL ALFREDO VASQUEZ COBO;LETICIA;AEROPUERTO INTERNACIONAL GUSTAVO ROJAS PINILLA;SAN ANDRES - ISLA
AVIANCA;AEROPUERTO INTERNACIONAL ALFREDO VASQUEZ COBO;LETICIA;AEROPUERTO INTERNACIONAL JOSE MARIA CORDOVA;RIONEGRO
AVIANCA;AEROPUERTO INTERNACIONAL ALFREDO VASQUEZ COBO;LETICIA;AEROPUERTO INTERNACIONAL LOS GARZONES;MONTERIA
AVIANCA;AEROPUERTO INTERNACIONAL ALFREDO VASQUEZ COBO;LETICIA;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA
AVIANCA;AEROPUERTO INTERNACIONAL ALFREDO VASQUEZ COBO;LETICIA;AEROPUERTO INTERNACIONAL SIMON BOLIVAR;SANTA MARTA
AVIANCA;AEROPUERTO INTERNACIONAL ALFREDO VASQUEZ COBO;LETICIA;ALFONSO LOPEZ PUMAREJO;VALLEDUPAR
AVIANCA;AEROPUERTO INTERNACIONAL ALFREDO VASQUEZ COBO;LETICIA;ALMIRANTE PADILLA;RIOHACHA
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL ALFREDO VASQUEZ COBO;LETICIA;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL ALFREDO VASQUEZ COBO;LETICIA;AEROPUERTO INTERNACIONAL CAMILO DAZA;CUCUTA
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL ALFREDO VASQUEZ COBO;LETICIA;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL ALFREDO VASQUEZ COBO;LETICIA;AEROPUERTO INTERNACIONAL ERNESTO CORTISSOZ;BARRANQUILLA
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL ALFREDO VASQUEZ COBO;LETICIA;AEROPUERTO INTERNACIONAL GUSTAVO ROJAS PINILLA;SAN ANDRES - ISLA
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL ALFREDO VASQUEZ COBO;LETICIA;AEROPUERTO INTERNACIONAL JOSE MARIA CORDOVA;RIONEGRO
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL ALFREDO VASQUEZ COBO;LETICIA;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL ALFREDO VASQUEZ COBO;LETICIA;AEROPUERTO INTERNACIONAL SIMON BOLIVAR;SANTA MARTA
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL ALFREDO VASQUEZ COBO;LETICIA;ALMIRANTE PADILLA;RIOHACHA
SARPA S.A.S;AEROPUERTO INTERNACIONAL ALFREDO VASQUEZ COBO;LETICIA;AEROPUERTO INTERNACIONAL JOSE MARIA CORDOVA;RIONEGRO
SEARCA S.A.;AEROPUERTO INTERNACIONAL ALFREDO VASQUEZ COBO;LETICIA;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
AVIANCA;AEROPUERTO INTERNACIONAL ALFREDO VASQUEZ COBO;LETICIA;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL ALFREDO VASQUEZ COBO;LETICIA;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA
AVIANCA;AEROPUERTO INTERNACIONAL ALFREDO VASQUEZ COBO;LETICIA;ANTONIO NARINO;PASTO
AVIANCA;AEROPUERTO INTERNACIONAL CAMILO DAZA;CUCUTA;AEROPUERTO INTERNACIONAL MATECANA;PEREIRA
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL CAMILO DAZA;CUCUTA;AEROPUERTO INTERNACIONAL MATECANA;PEREIRA
SEARCA S.A.;AEROPUERTO INTERNACIONAL CAMILO DAZA;CUCUTA;AEROPUERTO INTERNACIONAL MATECANA;PEREIRA
AER CARIBE S.A.;AEROPUERTO INTERNACIONAL CAMILO DAZA;CUCUTA;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
AIRES;AEROPUERTO INTERNACIONAL CAMILO DAZA;CUCUTA;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
AIRES;AEROPUERTO INTERNACIONAL CAMILO DAZA;CUCUTA;AEROPUERTO INTERNACIONAL JOSE MARIA CORDOVA;RIONEGRO
AVIANCA;AEROPUERTO INTERNACIONAL CAMILO DAZA;CUCUTA;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI
AVIANCA;AEROPUERTO INTERNACIONAL CAMILO DAZA;CUCUTA;AEROPUERTO INTERNACIONAL ALFREDO VASQUEZ COBO;LETICIA
AVIANCA;AEROPUERTO INTERNACIONAL CAMILO DAZA;CUCUTA;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
AVIANCA;AEROPUERTO INTERNACIONAL CAMILO DAZA;CUCUTA;AEROPUERTO INTERNACIONAL EL EDEN;ARMENIA
AVIANCA;AEROPUERTO INTERNACIONAL CAMILO DAZA;CUCUTA;AEROPUERTO INTERNACIONAL ERNESTO CORTISSOZ;BARRANQUILLA
AVIANCA;AEROPUERTO INTERNACIONAL CAMILO DAZA;CUCUTA;AEROPUERTO INTERNACIONAL GUSTAVO ROJAS PINILLA;SAN ANDRES - ISLA
AVIANCA;AEROPUERTO INTERNACIONAL CAMILO DAZA;CUCUTA;AEROPUERTO INTERNACIONAL JOSE MARIA CORDOVA;RIONEGRO
AVIANCA;AEROPUERTO INTERNACIONAL CAMILO DAZA;CUCUTA;AEROPUERTO INTERNACIONAL LOS GARZONES;MONTERIA
AVIANCA;AEROPUERTO INTERNACIONAL CAMILO DAZA;CUCUTA;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA
AVIANCA;AEROPUERTO INTERNACIONAL CAMILO DAZA;CUCUTA;AEROPUERTO INTERNACIONAL SIMON BOLIVAR;SANTA MARTA
AVIANCA;AEROPUERTO INTERNACIONAL CAMILO DAZA;CUCUTA;ALFONSO LOPEZ PUMAREJO;VALLEDUPAR
AVIANCA;AEROPUERTO INTERNACIONAL CAMILO DAZA;CUCUTA;ALMIRANTE PADILLA;RIOHACHA
DELTA;AEROPUERTO INTERNACIONAL CAMILO DAZA;CUCUTA;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
EASYFLY S.A;AEROPUERTO INTERNACIONAL CAMILO DAZA;CUCUTA;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA
EASYFLY S.A;AEROPUERTO INTERNACIONAL CAMILO DAZA;CUCUTA;OLAYA HERRERA;MEDELLIN
EASYFLY S.A;AEROPUERTO INTERNACIONAL CAMILO DAZA;CUCUTA;SANTIAGO PEREZ QUIROZ;ARAUCA
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL CAMILO DAZA;CUCUTA;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL CAMILO DAZA;CUCUTA;AEROPUERTO INTERNACIONAL ALFREDO VASQUEZ COBO;LETICIA
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL CAMILO DAZA;CUCUTA;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL CAMILO DAZA;CUCUTA;AEROPUERTO INTERNACIONAL EL EDEN;ARMENIA
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL CAMILO DAZA;CUCUTA;AEROPUERTO INTERNACIONAL ERNESTO CORTISSOZ;BARRANQUILLA
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL CAMILO DAZA;CUCUTA;AEROPUERTO INTERNACIONAL GUSTAVO ROJAS PINILLA;SAN ANDRES - ISLA
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL CAMILO DAZA;CUCUTA;AEROPUERTO INTERNACIONAL JOSE MARIA CORDOVA;RIONEGRO
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL CAMILO DAZA;CUCUTA;AEROPUERTO INTERNACIONAL LOS GARZONES;MONTERIA
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL CAMILO DAZA;CUCUTA;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL CAMILO DAZA;CUCUTA;AEROPUERTO INTERNACIONAL SIMON BOLIVAR;SANTA MARTA
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL CAMILO DAZA;CUCUTA;ALFONSO LOPEZ PUMAREJO;VALLEDUPAR
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL CAMILO DAZA;CUCUTA;ALMIRANTE PADILLA;RIOHACHA
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL CAMILO DAZA;CUCUTA;VANGUARDIA;VILLAVICENCIO
HELI JET SAS;AEROPUERTO INTERNACIONAL CAMILO DAZA;CUCUTA;OLAYA HERRERA;MEDELLIN
LANS S.A.S;AEROPUERTO INTERNACIONAL CAMILO DAZA;CUCUTA;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA
LANS S.A.S;AEROPUERTO INTERNACIONAL CAMILO DAZA;CUCUTA;ALFONSO LOPEZ PUMAREJO;VALLEDUPAR
LANS S.A.S;AEROPUERTO INTERNACIONAL CAMILO DAZA;CUCUTA;YARIGUIES;BARRANCABERMEJA
SEARCA S.A.;AEROPUERTO INTERNACIONAL CAMILO DAZA;CUCUTA;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
SEARCA S.A.;AEROPUERTO INTERNACIONAL CAMILO DAZA;CUCUTA;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA
TAC;AEROPUERTO INTERNACIONAL CAMILO DAZA;CUCUTA;ALFONSO LOPEZ PUMAREJO;VALLEDUPAR
AVIANCA;AEROPUERTO INTERNACIONAL CAMILO DAZA;CUCUTA;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL CAMILO DAZA;CUCUTA;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA
AVIANCA;AEROPUERTO INTERNACIONAL CAMILO DAZA;CUCUTA;ANTONIO NARINO;PASTO
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL CAMILO DAZA;CUCUTA;ANTONIO NARINO;PASTO
AERO APOYO;AEROPUERTO INTERNACIONAL EL ALCARAVAN;YOPAL;PAZ DE ARIPORO;PAZ DE ARIPORO
AERO APOYO;AEROPUERTO INTERNACIONAL EL ALCARAVAN;YOPAL;SANTIAGO PEREZ QUIROZ;ARAUCA
AEROLINEAS LLANERAS ARALL LTDA.;AEROPUERTO INTERNACIONAL EL ALCARAVAN;YOPAL;VANGUARDIA;VILLAVICENCIO
AEROSUCRE;AEROPUERTO INTERNACIONAL EL ALCARAVAN;YOPAL;FABIO ALBERTO LEON BENTLEY;MITU
AIRES;AEROPUERTO INTERNACIONAL EL ALCARAVAN;YOPAL;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
ALLAS S.A.S;AEROPUERTO INTERNACIONAL EL ALCARAVAN;YOPAL;VANGUARDIA;VILLAVICENCIO
AVIANCA EXPRESS;AEROPUERTO INTERNACIONAL EL ALCARAVAN;YOPAL;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
AVIANCA EXPRESS;AEROPUERTO INTERNACIONAL EL ALCARAVAN;YOPAL;AEROPUERTO INTERNACIONAL EL EDEN;ARMENIA
AVIANCA EXPRESS;AEROPUERTO INTERNACIONAL EL ALCARAVAN;YOPAL;BENITO SALAS VARGAS;NEIVA
AVIANCA EXPRESS;AEROPUERTO INTERNACIONAL EL ALCARAVAN;YOPAL;GUILLERMO LEON VALENCIA;POPAYAN
AVIANCA EXPRESS;AEROPUERTO INTERNACIONAL EL ALCARAVAN;YOPAL;LAS BRUJAS;COROZAL
AVIANCA EXPRESS;AEROPUERTO INTERNACIONAL EL ALCARAVAN;YOPAL;PERALES;IBAGUE
AVIANCA EXPRESS;AEROPUERTO INTERNACIONAL EL ALCARAVAN;YOPAL;VANGUARDIA;VILLAVICENCIO
AVIANCA EXPRESS;AEROPUERTO INTERNACIONAL EL ALCARAVAN;YOPAL;YARIGUIES;BARRANCABERMEJA
EASYFLY S.A;AEROPUERTO INTERNACIONAL EL ALCARAVAN;YOPAL;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
EASYFLY S.A;AEROPUERTO INTERNACIONAL EL ALCARAVAN;YOPAL;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA
EASYFLY S.A;AEROPUERTO INTERNACIONAL EL ALCARAVAN;YOPAL;OLAYA HERRERA;MEDELLIN
INTEREJECUTIVA;AEROPUERTO INTERNACIONAL EL ALCARAVAN;YOPAL;AEROPUERTO INTERNACIONAL JOSE MARIA CORDOVA;RIONEGRO
SEARCA S.A.;AEROPUERTO INTERNACIONAL EL ALCARAVAN;YOPAL;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
SEARCA S.A.;AEROPUERTO INTERNACIONAL EL ALCARAVAN;YOPAL;GABRIEL VARGAS SANTOS;TAME
SEARCA S.A.;AEROPUERTO INTERNACIONAL EL ALCARAVAN;YOPAL;SANTIAGO PEREZ QUIROZ;ARAUCA
